ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,motivo_na,renda_na,Quartos_Banheiros,faixa_idade
576,Viagem,Graduação,São Paulo,51287,Espanhol,3,14,1994,3,3,False,False,3Q_3B,1990s
577,Trabalho,Graduação,Campinas,13260,Espanhol,1,9,1996,2,1,False,False,1Q_2B,1990s
578,Viagem,Doutorado,São Paulo,47472,Ingles,3,23,1992,3,3,False,False,3Q_3B,1990s
580,Trabalho,Doutorado,São Paulo,45207,Ingles,4,34,2000,3,3,False,False,3Q_3B,2000s
581,Trabalho,Graduação,Rio Branco,40689,Ingles,1,1,1977,3,3,False,False,3Q_3B,<1980
582,Viagem,Ensino Médio,São Paulo,0,Espanhol,1,10,1993,3,3,False,True,3Q_3B,1990s
584,Trabalho,Graduação,São Paulo,39453,Espanhol,3,5,2009,2,2,False,False,2Q_2B,2000s
585,Viagem,Ensino Médio,São Paulo,0,Espanhol,1,10,1997,1,1,False,True,1Q_1B,1990s
586,Viagem,Graduação,São Paulo,79800,Espanhol e Ingles,5,37,1981,4,6,False,False,6Q_4B,1980s
587,Estudos,Mestrado,São Paulo,61794,Espanhol e Ingles,3,1,1987,4,4,True,False,4Q_4B,1980s
588,Estudos,Graduação,São Paulo,53863,Ingles,2,1,1981,3,4,False,False,4Q_3B,1980s
589,Estudos,Graduação,São Paulo,0,Espanhol,3,9,1985,1,1,True,True,1Q_1B,1980s
590,Viagem,Doutorado,São Paulo,39684,Ingles,3,1,2010,2,2,False,False,2Q_2B,2010s
592,Trabalho,Mestrado,São Paulo,69882,Ingles,5,39,1991,4,5,True,False,5Q_4B,1990s
593,Estudos,Graduação,São Paulo,33178,Espanhol,4,12,2003,2,2,False,False,2Q_2B,2000s
594,Trabalho,Doutorado,Campinas,59973,Ingles,2,12,1998,4,4,False,False,4Q_4B,1990s
595,Trabalho,Mestrado,São Paulo,17459,Espanhol,3,6,2001,1,1,False,False,1Q_1B,2000s
596,Estudos,Graduação,São Paulo,23910,Espanhol,2,13,1995,1,1,False,False,1Q_1B,1990s
597,Trabalho,Mestrado,São Paulo,0,Espanhol,3,18,1995,2,3,False,True,3Q_2B,1990s
598,Estudos,Ensino Médio,São Paulo,0,Espanhol,2,9,2004,1,1,False,True,1Q_1B,2000s
599,Trabalho,Graduação,São Paulo,31089,Espanhol,2,12,2007,1,2,False,False,2Q_1B,2000s
600,Trabalho,Graduação,São Paulo,0,Espanhol,4,13,1987,1,2,False,True,2Q_1B,1980s
601,Trabalho,Graduação,São Paulo,62807,Espanhol,2,8,1986,4,4,False,False,4Q_4B,1980s
603,Trabalho,Doutorado,São Paulo,61467,Ingles,3,12,1974,3,4,False,False,4Q_3B,<1980
604,Trabalho,Mestrado,São Paulo,49618,Espanhol,5,11,1992,3,3,False,False,3Q_3B,1990s
605,Viagem,Mestrado,São Paulo,0,Espanhol,4,10,2012,1,1,False,True,1Q_1B,2010s
606,Viagem,Graduação,São Paulo,42429,Espanhol,1,10,1999,2,3,False,False,3Q_2B,1990s
607,Estudos,Graduação,São Paulo,26150,Espanhol,1,6,1982,1,1,False,False,1Q_1B,1980s
608,Estudos,Ensino Fundamental,São Paulo,30801,Ingles,4,23,2001,1,2,True,False,2Q_1B,2000s
609,Estudos,Graduação,São Paulo,81168,Ingles,2,43,1991,5,6,False,False,6Q_5B,1990s
610,Trabalho,Mestrado,São Paulo,0,Espanhol,1,10,1995,1,1,False,True,1Q_1B,1990s
612,Viagem,Ensino Fundamental,São Paulo,18978,Espanhol,1,12,1999,1,1,True,False,1Q_1B,1990s
613,Estudos,Graduação,São Paulo,22574,Espanhol,1,17,1993,1,1,False,False,1Q_1B,1990s
615,Estudos,Graduação,Campinas,45837,Espanhol,3,15,2000,4,3,False,False,3Q_4B,2000s
616,Trabalho,Mestrado,São Paulo,0,Espanhol,1,21,1991,1,2,False,True,2Q_1B,1990s
618,Viagem,Graduação,São Bernardo,54162,Ingles,2,38,2004,3,4,False,False,4Q_3B,2000s
619,Trabalho,Mestrado,São Bernardo,0,Ingles,2,35,1986,1,2,True,True,2Q_1B,1980s
620,Viagem,Doutorado,São Paulo,54456,Espanhol e Ingles,5,15,1987,3,4,False,False,4Q_3B,1980s
621,Viagem,Graduação,São Paulo,31632,Espanhol,2,6,1997,1,2,False,False,2Q_1B,1990s
622,Trabalho,Graduação,São Paulo,72298,Ingles,2,29,1975,5,5,False,False,5Q_5B,<1980
623,Estudos,Ensino Médio,São Paulo,0,Espanhol,4,14,2004,2,2,False,True,2Q_2B,2000s
624,Estudos,Ensino Médio,São Paulo,72635,Ingles,4,32,1981,5,5,False,False,5Q_5B,1980s
625,Estudos,Graduação,São Paulo,13624,Espanhol,1,11,2002,1,1,False,False,1Q_1B,2000s
626,Estudos,Graduação,São Paulo,84196,Ingles,3,12,2001,5,6,False,False,6Q_5B,2000s
627,Viagem,Graduação,São Bernardo,70971,Ingles,2,8,1986,4,5,False,False,5Q_4B,1980s
628,Estudos,Doutorado,São Paulo,34487,Ingles,4,20,2003,1,2,False,False,2Q_1B,2000s
629,Viagem,Graduação,São Paulo,28769,Espanhol,4,21,2003,1,1,False,False,1Q_1B,2000s
630,Trabalho,Doutorado,São Bernardo,69084,Ingles,3,17,1996,4,5,False,False,5Q_4B,1990s
631,Estudos,Doutorado,Campinas,65488,Ingles,3,13,1984,4,5,False,False,5Q_4B,1980s
632,Estudos,Ensino Médio,São Paulo,62466,Ingles,3,30,1996,4,4,False,False,4Q_4B,1990s
633,Estudos,Ensino Médio,São Paulo,0,Espanhol e Ingles,3,3,1986,2,2,False,True,2Q_2B,1980s
634,Trabalho,Graduação,São Paulo,83917,Espanhol,2,6,1999,5,6,False,False,6Q_5B,1990s
635,Viagem,Graduação,São Paulo,46102,Espanhol,1,6,1988,3,3,False,False,3Q_3B,1980s
636,Estudos,Graduação,São Paulo,0,Espanhol,3,7,1978,5,6,False,True,6Q_5B,<1980
637,Trabalho,Graduação,São Paulo,0,Espanhol,3,1,1988,3,4,False,True,4Q_3B,1980s
639,Estudos,Graduação,São Paulo,73691,Ingles,2,34,1997,5,5,False,False,5Q_5B,1990s
640,Viagem,Graduação,São Paulo,63381,Espanhol e Ingles,3,1,1986,3,5,False,False,5Q_3B,1980s
641,Trabalho,Doutorado,São Paulo,76140,Ingles,5,21,1974,5,6,False,False,6Q_5B,<1980
643,Estudos,Graduação,São Paulo,45906,Espanhol,4,7,1990,3,3,False,False,3Q_3B,1990s
644,Trabalho,Mestrado,São Paulo,0,Ingles,2,42,1973,5,6,False,True,6Q_5B,<1980
645,Trabalho,Doutorado,Campinas,46463,Ingles,4,3,1997,3,3,False,False,3Q_3B,1990s
646,Estudos,Graduação,São Paulo,105471,Espanhol e Ingles,3,37,1996,5,6,False,False,6Q_5B,1990s
647,Trabalho,Mestrado,São Paulo,55282,Espanhol,3,6,1996,3,4,False,False,4Q_3B,1990s
648,Trabalho,Mestrado,São Bernardo,78710,Espanhol,4,11,2003,5,6,False,False,6Q_5B,2000s
649,Estudos,Graduação,São Paulo,66886,Espanhol e Ingles,4,13,1984,4,5,False,False,5Q_4B,1980s
651,Trabalho,Graduação,São Paulo,29103,Espanhol,2,12,2011,1,1,False,False,1Q_1B,2010s
652,Viagem,Graduação,São Paulo,67445,Espanhol,1,19,2000,4,5,False,False,5Q_4B,2000s
653,Estudos,Doutorado,São Bernardo,50616,Ingles,2,17,1976,3,3,False,False,3Q_3B,<1980
654,Estudos,Graduação,São Paulo,49431,Espanhol e Ingles,5,25,1981,3,3,False,False,3Q_3B,1980s
656,Viagem,Graduação,São Paulo,61278,Ingles,2,1,1979,4,4,False,False,4Q_4B,<1980
657,Estudos,Ensino Médio,São Paulo,0,Ingles,1,19,1984,1,1,False,True,1Q_1B,1980s
658,Trabalho,Doutorado,São Paulo,73059,Espanhol e Ingles,2,19,1973,5,5,False,False,5Q_5B,<1980
659,Trabalho,Doutorado,São Paulo,46734,Ingles,3,18,1992,3,3,False,False,3Q_3B,1990s
660,Estudos,Graduação,São Paulo,56253,Ingles,3,43,1989,3,4,False,False,4Q_3B,1980s
661,Trabalho,Graduação,Rio Branco,19986,Espanhol,3,15,2011,2,1,False,False,1Q_2B,2010s
662,Estudos,Graduação,São Paulo,58330,Ingles,4,29,2001,3,4,False,False,4Q_3B,2000s
663,Estudos,Ensino Fundamental,São Paulo,25965,Espanhol,4,7,2006,1,1,False,False,1Q_1B,2000s
664,Viagem,Mestrado,São Paulo,14661,Espanhol,5,6,1982,1,1,True,False,1Q_1B,1980s
665,Estudos,Graduação,São Paulo,18690,Espanhol,2,12,1985,1,1,False,False,1Q_1B,1980s
666,Trabalho,Doutorado,São Paulo,45068,Ingles,3,5,2000,3,3,False,False,3Q_3B,2000s
667,Estudos,Ensino Fundamental,São Paulo,0,Espanhol e Ingles,2,27,2013,1,1,False,True,1Q_1B,2010s
669,Viagem,Ensino Médio,São Paulo,0,Espanhol e Ingles,4,21,1997,3,4,False,True,4Q_3B,1990s
670,Trabalho,Doutorado,São Paulo,0,Ingles,2,38,1990,4,4,False,True,4Q_4B,1990s
671,Trabalho,Mestrado,Campinas,59247,Ingles,2,29,1988,4,4,False,False,4Q_4B,1980s
672,Viagem,Graduação,São Paulo,66731,Ingles,1,17,1996,3,5,False,False,5Q_3B,1990s
673,Trabalho,Graduação,São Paulo,77353,Ingles,4,6,2006,5,6,False,False,6Q_5B,2000s
674,Trabalho,Doutorado,São Paulo,52614,Espanhol e Ingles,4,1,2001,3,4,False,False,4Q_3B,2000s
675,Viagem,Graduação,Rio Branco,26751,Espanhol,1,3,2000,2,1,False,False,1Q_2B,2000s
676,Estudos,Doutorado,São Paulo,81300,Ingles,3,14,1989,5,6,False,False,6Q_5B,1980s
677,Trabalho,Graduação,São Paulo,70337,Ingles,4,36,2005,4,5,False,False,5Q_4B,2000s
678,Estudos,Ensino Médio,Taubaté,36145,Espanhol e Ingles,4,35,2011,3,2,False,False,2Q_3B,2010s
680,Estudos,Graduação,São Bernardo,68118,Ingles,4,43,1989,4,5,False,False,5Q_4B,1980s
681,Estudos,Graduação,São Paulo,68743,Espanhol,3,19,1993,4,5,False,False,5Q_4B,1990s
682,Viagem,Ensino Médio,São Paulo,41039,Espanhol,2,16,2008,2,3,False,False,3Q_2B,2000s
683,Estudos,Graduação,São Paulo,38946,Ingles,2,13,1981,2,2,False,False,2Q_2B,1980s
684,Estudos,Graduação,Campinas,65777,Espanhol,4,8,1993,5,5,False,False,5Q_5B,1990s
685,Estudos,Doutorado,São Paulo,66476,Ingles,2,3,2002,4,5,False,False,5Q_4B,2000s
688,Trabalho,Doutorado,São Bernardo,77845,Espanhol e Ingles,1,13,2015,5,6,False,False,6Q_5B,2010s
689,Trabalho,Doutorado,São Paulo,69476,Ingles,3,1,1995,4,5,False,False,5Q_4B,1990s
690,Viagem,Doutorado,São Paulo,50611,Ingles,5,25,1986,3,3,False,False,3Q_3B,1980s
691,Trabalho,Graduação,São Paulo,61209,Espanhol,4,1,1996,4,4,False,False,4Q_4B,1990s
693,Estudos,Ensino Fundamental,São Paulo,0,Espanhol,2,17,1978,1,1,False,True,1Q_1B,<1980
695,Trabalho,Mestrado,São Paulo,61923,Espanhol,3,9,1987,4,4,False,False,4Q_4B,1980s
696,Estudos,Graduação,São Paulo,34824,Espanhol,3,16,2021,2,2,False,False,2Q_2B,2010s
697,Trabalho,Doutorado,São Paulo,26518,Ingles,1,18,1975,1,1,False,False,1Q_1B,<1980
698,Estudos,Graduação,São Paulo,45938,Espanhol,1,2,1987,3,3,False,False,3Q_3B,1980s
699,Trabalho,Graduação,São Paulo,78468,Ingles,2,13,1986,5,6,False,False,6Q_5B,1980s
700,Trabalho,Graduação,São Paulo,78901,Ingles,3,1,1999,5,6,False,False,6Q_5B,1990s
701,Estudos,Graduação,São Paulo,71427,Ingles,5,28,2004,3,5,False,False,5Q_3B,2000s
702,Estudos,Graduação,São Paulo,71022,Ingles,3,12,2004,4,5,False,False,5Q_4B,2000s
703,Trabalho,Mestrado,São Paulo,0,Espanhol,4,7,2014,5,6,False,True,6Q_5B,2010s
704,Trabalho,Mestrado,São Paulo,41335,Espanhol,2,10,1994,1,3,False,False,3Q_1B,1990s
705,Trabalho,Graduação,Rio Branco,0,Espanhol,4,10,2012,5,5,False,True,5Q_5B,2010s
706,Trabalho,Doutorado,São Paulo,35682,Ingles,3,2,1996,2,2,False,False,2Q_2B,1990s
707,Viagem,Graduação,São Bernardo,43185,Espanhol,2,8,1977,2,3,False,False,3Q_2B,<1980
709,Estudos,Mestrado,São Paulo,35178,Espanhol e Ingles,1,1,1997,2,2,True,False,2Q_2B,1990s
710,Estudos,Graduação,São Bernardo,25252,Espanhol,4,13,2012,1,1,False,False,1Q_1B,2010s
711,Trabalho,Mestrado,São Paulo,55250,Ingles,2,1,1991,3,4,False,False,4Q_3B,1990s
712,Trabalho,Graduação,São Paulo,33249,Espanhol,2,5,2001,2,2,False,False,2Q_2B,2000s
713,Estudos,Graduação,São Paulo,58398,Espanhol e Ingles,5,14,1979,3,4,False,False,4Q_3B,<1980
714,Viagem,Graduação,São Paulo,50272,Espanhol,1,9,2008,3,3,False,False,3Q_3B,2000s
715,Viagem,Doutorado,Campinas,76618,Ingles,5,20,2001,5,6,False,False,6Q_5B,2000s
716,Viagem,Ensino Médio,São Bernardo,87305,Espanhol,4,11,1986,5,6,False,False,6Q_5B,1980s
717,Viagem,Graduação,Taubaté,25851,Espanhol,1,13,2004,2,1,False,False,1Q_2B,2000s
718,Trabalho,Graduação,São Paulo,58710,Espanhol,2,14,1996,4,4,False,False,4Q_4B,1990s
719,Estudos,Graduação,São Bernardo,45160,Espanhol e Ingles,1,43,1984,3,3,False,False,3Q_3B,1980s
722,Viagem,Doutorado,São Paulo,0,Ingles,4,13,2010,1,1,False,True,1Q_1B,2010s
723,Estudos,Graduação,São Bernardo,0,Espanhol,5,4,1991,5,5,False,True,5Q_5B,1990s
724,Viagem,Graduação,São Paulo,7500,Espanhol,5,2,2002,1,1,False,False,1Q_1B,2000s
725,Trabalho,Graduação,São Bernardo,44794,Espanhol,3,16,1992,3,3,False,False,3Q_3B,1990s
726,Trabalho,Graduação,São Paulo,80395,Espanhol e Ingles,3,33,1981,5,6,False,False,6Q_5B,1980s
727,Trabalho,Mestrado,São Bernardo,75012,Ingles,3,11,2002,5,6,False,False,6Q_5B,2000s
728,Trabalho,Mestrado,São Paulo,0,Ingles,3,27,1991,3,4,False,True,4Q_3B,1990s
729,Trabalho,Graduação,São Paulo,89891,Ingles,4,5,2017,5,6,False,False,6Q_5B,2010s
731,Trabalho,Doutorado,São Bernardo,53593,Ingles,2,25,1979,3,4,False,False,4Q_3B,<1980
732,Trabalho,Graduação,São Paulo,66373,Espanhol,3,12,2004,4,5,False,False,5Q_4B,2000s
733,Estudos,Doutorado,São Paulo,45072,Ingles,1,31,1974,3,3,False,False,3Q_3B,<1980
734,Estudos,Graduação,São Paulo,89694,Espanhol,2,6,1999,5,6,False,False,6Q_5B,1990s
735,Estudos,Graduação,Campinas,72025,Ingles,3,38,1975,5,5,False,False,5Q_5B,<1980
736,Estudos,Graduação,São Paulo,67432,Ingles,4,18,1999,4,5,False,False,5Q_4B,1990s
737,Trabalho,Mestrado,São Bernardo,70545,Espanhol e Ingles,2,15,1978,4,5,False,False,5Q_4B,<1980
738,Estudos,Ensino Fundamental,São Paulo,17487,Espanhol,2,18,2015,1,1,False,False,1Q_1B,2010s
739,Estudos,Graduação,São Paulo,62882,Ingles,4,17,1995,4,4,False,False,4Q_4B,1990s
741,Trabalho,Mestrado,São Paulo,0,Espanhol,2,11,1982,2,2,False,True,2Q_2B,1980s
742,Estudos,Doutorado,São Bernardo,48767,Ingles,5,7,1976,3,3,False,False,3Q_3B,<1980
743,Estudos,Ensino Médio,São Paulo,38702,Espanhol,3,16,2004,2,2,False,False,2Q_2B,2000s
744,Trabalho,Graduação,São Paulo,82224,Espanhol,3,10,1990,5,6,False,False,6Q_5B,1990s
745,Estudos,Graduação,Campinas,83844,Ingles,1,8,1978,5,6,False,False,6Q_5B,<1980
746,Estudos,Ensino Médio,São Paulo,17003,Ingles,4,17,2001,1,1,False,False,1Q_1B,2000s
747,Estudos,Graduação,São Paulo,71163,Ingles,3,26,2021,4,5,False,False,5Q_4B,2010s
748,Viagem,Graduação,Campinas,33697,Espanhol e Ingles,4,15,1996,3,2,False,False,2Q_3B,1990s
749,Viagem,Ensino Médio,São Paulo,63564,Ingles,2,34,1980,4,5,False,False,5Q_4B,1980s
750,Trabalho,Doutorado,São Paulo,83443,Espanhol e Ingles,4,15,1998,5,6,False,False,6Q_5B,1990s
751,Trabalho,Doutorado,Campinas,0,Ingles,4,8,1984,4,4,False,True,4Q_4B,1980s
752,Estudos,Graduação,São Paulo,58330,Ingles,5,42,2001,3,4,False,False,4Q_3B,2000s
753,Viagem,Graduação,São Paulo,80952,Ingles,4,16,1995,5,6,False,False,6Q_5B,1990s
754,Viagem,Graduação,São Paulo,75507,Ingles,3,20,2005,5,6,False,False,6Q_5B,2000s
755,Estudos,Ensino Médio,São Bernardo,63855,Ingles,3,9,2004,4,5,False,False,5Q_4B,2000s
756,Estudos,Doutorado,São Paulo,62220,Ingles,4,1,1998,4,4,False,False,4Q_4B,1990s
757,Trabalho,Graduação,São Paulo,58512,Ingles,3,33,1990,4,4,False,False,4Q_4B,1990s
759,Estudos,Doutorado,São Bernardo,38829,Ingles,5,31,1985,2,2,False,False,2Q_2B,1980s
760,Viagem,Ensino Médio,São Paulo,35523,Espanhol,3,20,2007,2,2,False,False,2Q_2B,2000s
761,Trabalho,Graduação,São Paulo,0,Espanhol,3,19,1993,5,6,False,True,6Q_5B,1990s
762,Trabalho,Mestrado,São Paulo,78285,Espanhol,1,9,2014,5,6,False,False,6Q_5B,2010s
763,Viagem,Doutorado,São Bernardo,31626,Ingles,4,16,2004,1,2,False,False,2Q_1B,2000s
764,Trabalho,Graduação,São Paulo,75127,Ingles,4,21,1978,4,6,False,False,6Q_4B,<1980
765,Trabalho,Graduação,São Paulo,48726,Espanhol,2,15,1981,3,3,False,False,3Q_3B,1980s
766,Viagem,Graduação,São Bernardo,74985,Ingles,2,28,2003,5,6,False,False,6Q_5B,2000s
767,Trabalho,Graduação,Campinas,0,Ingles,4,1,2013,4,5,False,True,5Q_4B,2010s
768,Estudos,Ensino Médio,São Paulo,46891,Espanhol,1,13,1991,3,3,False,False,3Q_3B,1990s
769,Trabalho,Mestrado,São Bernardo,62058,Ingles,3,12,1982,4,4,False,False,4Q_4B,1980s
770,Trabalho,Graduação,São Paulo,0,Ingles,4,32,2005,5,5,False,True,5Q_5B,2000s
771,Trabalho,Doutorado,São Bernardo,78939,Ingles,2,1,1977,5,6,False,False,6Q_5B,<1980
772,Estudos,Graduação,São Paulo,42720,Espanhol,2,17,1991,2,3,False,False,3Q_2B,1990s
773,Trabalho,Graduação,São Paulo,33622,Espanhol,2,5,1998,2,2,False,False,2Q_2B,1990s
775,Viagem,Graduação,São Paulo,0,Ingles,4,24,1979,2,3,False,True,3Q_2B,<1980
776,Estudos,Doutorado,São Paulo,40760,Ingles,5,1,1991,2,3,False,False,3Q_2B,1990s
778,Trabalho,Mestrado,São Bernardo,51124,Espanhol,4,13,1981,3,3,False,False,3Q_3B,1980s
779,Trabalho,Graduação,São Paulo,72258,Ingles,1,27,1997,5,5,False,False,5Q_5B,1990s
780,Trabalho,Doutorado,São Paulo,71466,Ingles,5,19,2000,4,5,False,False,5Q_4B,2000s
781,Trabalho,Graduação,São Paulo,0,Espanhol,2,15,2002,2,2,False,True,2Q_2B,2000s
782,Estudos,Graduação,São Paulo,20587,Ingles,3,1,1996,1,1,False,False,1Q_1B,1990s
783,Estudos,Graduação,São Paulo,30467,Espanhol,1,1,1998,1,2,False,False,2Q_1B,1990s
784,Estudos,Graduação,São Paulo,31590,Ingles,4,37,1998,1,2,False,False,2Q_1B,1990s
785,Viagem,Ensino Fundamental,Campinas,20425,Espanhol,1,4,2012,2,1,False,False,1Q_2B,2010s
786,Estudos,Mestrado,São Paulo,17144,Espanhol,3,1,1986,1,1,True,False,1Q_1B,1980s
787,Trabalho,Doutorado,São Paulo,42564,Espanhol e Ingles,4,26,1994,2,3,False,False,3Q_2B,1990s
788,Trabalho,Mestrado,São Paulo,43783,Espanhol,3,9,2004,2,3,False,False,3Q_2B,2000s
789,Viagem,Graduação,Campinas,40780,Espanhol,1,14,2002,3,3,False,False,3Q_3B,2000s
791,Viagem,Doutorado,São Paulo,82017,Ingles,3,9,1983,5,6,False,False,6Q_5B,1980s
792,Viagem,Graduação,São Paulo,16813,Espanhol,1,18,1976,1,1,False,False,1Q_1B,<1980
793,Estudos,Graduação,São Paulo,51267,Espanhol,3,10,2004,3,3,False,False,3Q_3B,2000s
794,Trabalho,Graduação,São Paulo,46524,Espanhol,1,18,1987,2,3,False,False,3Q_2B,1980s
795,Trabalho,Mestrado,Campinas,45183,Ingles,4,8,1988,3,3,False,False,3Q_3B,1980s
797,Estudos,Ensino Médio,São Paulo,60161,Ingles,4,23,1991,4,4,False,False,4Q_4B,1990s
798,Estudos,Graduação,São Paulo,73926,Ingles,3,37,1999,5,5,False,False,5Q_5B,1990s
799,Estudos,Graduação,Campinas,19329,Espanhol,4,3,1994,2,1,False,False,1Q_2B,1990s
800,Trabalho,Mestrado,São Bernardo,61872,Ingles,3,5,1996,4,4,False,False,4Q_4B,1990s
801,Trabalho,Graduação,São Paulo,0,Espanhol,3,1,1982,3,3,False,True,3Q_3B,1980s
802,Estudos,Graduação,São Paulo,34838,Ingles,4,21,1977,2,2,False,False,2Q_2B,<1980
804,Viagem,Graduação,São Paulo,0,Espanhol e Ingles,4,26,1984,3,3,False,True,3Q_3B,1980s
805,Trabalho,Mestrado,São Bernardo,49681,Espanhol,1,10,2002,3,3,False,False,3Q_3B,2000s
806,Trabalho,Mestrado,Campinas,56850,Ingles,4,26,1997,4,4,False,False,4Q_4B,1990s
807,Estudos,Graduação,Campinas,55267,Espanhol,1,12,1983,4,4,False,False,4Q_4B,1980s
808,Estudos,Graduação,São Paulo,59666,Ingles,4,30,1998,4,4,False,False,4Q_4B,1990s
809,Estudos,Graduação,São Paulo,72504,Ingles,3,23,1998,5,5,False,False,5Q_5B,1990s
810,Estudos,Graduação,Rio Branco,26872,Espanhol,5,10,2007,2,1,False,False,1Q_2B,2000s
811,Estudos,Graduação,São Bernardo,0,Espanhol,2,1,1998,1,1,False,True,1Q_1B,1990s
812,Viagem,Graduação,São Paulo,73170,Espanhol e Ingles,4,35,2001,5,5,False,False,5Q_5B,2000s
813,Trabalho,Mestrado,Campinas,52750,Ingles,2,14,1981,4,4,False,False,4Q_4B,1980s
814,Trabalho,Doutorado,Campinas,91820,Ingles,3,8,2012,5,6,False,False,6Q_5B,2010s
815,Trabalho,Doutorado,São Paulo,0,Ingles,1,21,1996,4,5,False,True,5Q_4B,1990s
816,Trabalho,Graduação,São Paulo,0,Espanhol,2,10,2002,1,2,False,True,2Q_1B,2000s
817,Trabalho,Graduação,São Paulo,22507,Espanhol,4,3,1980,1,1,False,False,1Q_1B,1980s
818,Estudos,Graduação,São Paulo,65685,Espanhol,4,13,1998,3,5,False,False,5Q_3B,1990s
819,Estudos,Ensino Médio,São Paulo,25804,Espanhol,5,12,2004,1,1,False,False,1Q_1B,2000s
820,Trabalho,Doutorado,São Bernardo,76412,Ingles,3,4,2006,5,6,False,False,6Q_5B,2000s
821,Trabalho,Graduação,São Paulo,22063,Ingles,3,1,1998,1,1,False,False,1Q_1B,1990s
822,Estudos,Graduação,São Paulo,0,Ingles,3,27,1987,3,4,False,True,4Q_3B,1980s
823,Trabalho,Graduação,São Paulo,0,Espanhol,3,5,1989,1,1,False,True,1Q_1B,1980s
824,Viagem,Graduação,São Paulo,87771,Ingles,4,34,1985,5,6,False,False,6Q_5B,1980s
825,Estudos,Ensino Médio,Campinas,0,Espanhol,2,7,1985,5,6,False,True,6Q_5B,1980s
826,Estudos,Graduação,São Paulo,93404,Ingles,3,1,1980,5,6,False,False,6Q_5B,1980s
827,Estudos,Graduação,São Paulo,0,Espanhol e Ingles,3,24,1988,2,2,False,True,2Q_2B,1980s
828,Trabalho,Doutorado,São Bernardo,80995,Ingles,2,5,1984,5,6,False,False,6Q_5B,1980s
829,Trabalho,Graduação,São Paulo,16529,Espanhol,1,5,2010,1,1,False,False,1Q_1B,2010s
830,Trabalho,Doutorado,São Paulo,0,Ingles,3,29,2002,3,4,False,True,4Q_3B,2000s
831,Estudos,Graduação,São Paulo,48789,Espanhol,3,10,2018,3,3,False,False,3Q_3B,2010s
833,Viagem,Ensino Médio,São Paulo,25130,Espanhol,3,15,2006,1,1,False,False,1Q_1B,2000s
834,Trabalho,Graduação,São Paulo,35441,Espanhol,2,5,1993,2,2,False,False,2Q_2B,1990s
835,Viagem,Graduação,São Paulo,71391,Ingles,1,20,1982,4,5,False,False,5Q_4B,1980s
836,Trabalho,Mestrado,Campinas,49494,Espanhol,4,13,1998,4,3,False,False,3Q_4B,1990s
837,Estudos,Graduação,São Paulo,81702,Ingles,3,9,2006,5,6,False,False,6Q_5B,2000s
838,Viagem,Ensino Médio,São Paulo,45889,Espanhol,1,7,2006,3,3,False,False,3Q_3B,2000s
839,Estudos,Graduação,São Paulo,56628,Espanhol,2,6,2003,3,4,False,False,4Q_3B,2000s
840,Viagem,Graduação,São Paulo,0,Espanhol e Ingles,4,16,1976,1,2,False,True,2Q_1B,<1980
841,Trabalho,Graduação,São Paulo,40049,Espanhol,1,9,2000,2,2,False,False,2Q_2B,2000s
842,Viagem,Graduação,São Paulo,0,Espanhol,2,5,2014,2,2,False,True,2Q_2B,2010s
843,Trabalho,Graduação,Taubaté,0,Espanhol,1,7,2007,2,1,False,True,1Q_2B,2000s
844,Estudos,Ensino Médio,São Paulo,82504,Ingles,3,17,1986,5,6,False,False,6Q_5B,1980s
845,Estudos,Graduação,São Paulo,81205,Ingles,3,41,1996,5,6,False,False,6Q_5B,1990s
846,Estudos,Ensino Médio,São Paulo,61618,Espanhol e Ingles,3,17,2017,3,4,False,False,4Q_3B,2010s
848,Estudos,Graduação,São Paulo,49980,Espanhol,1,4,1989,3,3,False,False,3Q_3B,1980s
849,Trabalho,Graduação,São Paulo,15072,Espanhol,1,20,2006,1,1,False,False,1Q_1B,2000s
850,Trabalho,Graduação,São Paulo,49166,Espanhol,3,10,2000,2,3,False,False,3Q_2B,2000s
852,Viagem,Ensino Médio,São Paulo,82347,Ingles,4,10,1983,5,6,False,False,6Q_5B,1980s
853,Viagem,Doutorado,Campinas,30843,Ingles,3,8,1992,1,2,False,False,2Q_1B,1990s
854,Estudos,Doutorado,São Paulo,46374,Ingles,3,13,2000,3,3,False,False,3Q_3B,2000s
855,Estudos,Graduação,São Paulo,60474,Ingles,1,6,2005,4,4,False,False,4Q_4B,2000s
856,Trabalho,Mestrado,São Paulo,38576,Espanhol,3,7,1999,1,2,False,False,2Q_1B,1990s
857,Estudos,Graduação,São Paulo,55357,Espanhol e Ingles,3,19,2011,3,4,False,False,4Q_3B,2010s
858,Estudos,Graduação,São Paulo,37758,Espanhol,3,11,1992,2,2,False,False,2Q_2B,1990s
859,Estudos,Ensino Médio,São Paulo,85710,Ingles,3,22,2015,4,6,False,False,6Q_4B,2010s
860,Trabalho,Graduação,São Bernardo,23228,Espanhol e Ingles,3,19,1995,1,1,False,False,1Q_1B,1990s
861,Trabalho,Mestrado,São Paulo,44602,Espanhol,5,9,1995,3,3,True,False,3Q_3B,1990s
862,Trabalho,Graduação,São Paulo,7500,Espanhol,2,9,2013,1,1,False,False,1Q_1B,2010s
